3,5,300
3,1,301
2,4,302
9,5,303
5,9,304
5,14,305
3,10,306
10,11,307
7,10,308
4,4,309
9,7,310
11,15,311
3,10,312
10,6,313
6,7,314
7,11,315
11,10,316
1,6,317
7,5,318
3,5,319
8,7,320
6,5,321
5,14,322
7,4,323
8,12,324
1,3,325
5,6,326
3,12,327
2,2,328
5,8,329
8,1,330
5,5,331
5,3,332
4,2,333
6,2,334
7,15,335
6,1,336
6,4,337
3,14,338
4,13,339
7,9,340
11,2,341
9,14,342
4,6,343
3,12,344
9,2,345
1,4,346
2,5,347
3,12,348
9,1,349
11,8,350
10,10,351
8,1,352
3,10,353
1,3,354
6,10,355
7,2,356
4,10,357
5,4,358
11,11,359
6,8,360
9,15,361
3,6,362
5,9,363
1,11,364
1,13,365
10,7,366
10,2,367
6,1,368
2,14,369
1,1,370
10,3,371
9,12,372
1,15,373
8,9,374
6,7,375
5,10,376
10,13,377
4,5,378
1,7,379
1,1,380
5,3,381
8,9,382
4,9,383
5,1,384
10,3,385
1,9,386
2,1,387
3,5,388
2,3,389
5,12,390
7,7,391
10,2,392
10,13,393
4,14,394
6,2,395
1,4,396
10,13,397
8,3,398
9,6,399
5,10,400
5,12,401
9,10,402
2,5,403
10,5,404
11,10,405
6,11,406
2,5,407
4,12,408
1,3,409
7,1,410
2,2,411
6,2,412
8,1,413
11,9,414
2,14,415
11,2,416
5,1,417
8,9,418
8,12,419
8,12,420
2,1,421
7,5,422
9,7,423
5,9,424
7,10,425
8,7,426
9,3,427
4,3,428
5,4,429
5,4,430
5,4,431
5,7,432
1,4,433
8,7,434
7,11,435
2,8,436
7,10,437
1,13,438
6,5,439
6,5,440
8,6,441
9,15,442
1,7,443
2,11,444
4,9,445
9,15,446
7,7,447
9,1,448
4,12,449
10,15,450
4,9,451
10,6,452
10,6,453
8,9,454
9,8,455
6,11,456
2,15,457
4,14,458
9,6,459
7,6,460
5,4,461
4,6,462
8,10,463
4,9,464
10,3,465
11,12,466
7,3,467
3,1,468
2,12,469
4,14,470
9,1,471
4,14,472
11,6,473
8,10,474
2,11,475
3,7,476
10,3,477
4,15,478
9,5,479
3,12,480
11,5,481
1,4,482
8,2,483
3,3,484
9,10,485
11,13,486
9,13,487
10,11,488
1,11,489
1,11,490
5,2,491
9,8,492
11,1,493
11,5,494
5,5,495
3,13,496
3,8,497
6,13,498
3,10,499
2,11,500
1,3,501
11,9,502
5,2,503
6,3,504
2,4,505
4,8,506
4,9,507
11,13,508
8,10,509
7,13,510
7,7,511
9,15,512
9,8,513
7,10,514
9,1,515
8,14,516
7,7,517
2,15,518
4,11,519
6,6,520
4,7,521
11,1,522
9,11,523
10,3,524
2,11,525
9,5,526
8,5,527
10,1,528
11,7,529
8,3,530
2,15,531
8,2,532
5,7,533
2,9,534
9,12,535
5,4,536
7,14,537
1,1,538
2,12,539
5,11,540
5,3,541
8,2,542
2,11,543
2,6,544
5,5,545
2,1,546
6,2,547
9,1,548
9,13,549
1,9,550
10,13,551
2,11,552
9,3,553
9,2,554
9,4,555
8,9,556
3,3,557
11,4,558
6,11,559
11,13,560
5,4,561
7,12,562
8,14,563
5,5,564
10,15,565
1,14,566
4,13,567
11,2,568
8,12,569
3,14,570
5,15,571
9,5,572
9,14,573
5,12,574
5,14,575
11,12,576
8,10,577
4,7,578
9,8,579
5,9,580
4,9,581
6,4,582
5,8,583
8,14,584
7,12,585
6,15,586
6,1,587
7,11,588
3,8,589
8,1,590
5,2,591
4,15,592
4,2,593
1,5,594
8,2,595
4,5,596
1,7,597
11,3,598
3,3,599
11,4,600
10,3,601
10,11,602
3,12,603
4,5,604
2,8,605
10,6,606
7,2,607
3,5,608
5,7,609
6,3,610
10,7,611
1,1,612
10,2,613
4,14,614
1,13,615
11,7,616
6,6,617
1,5,618
5,1,619
6,3,620
5,9,621
7,11,622
10,6,623
6,6,624
1,9,625
3,8,626
2,7,627
5,2,628
9,14,629
3,2,630
11,3,631
2,2,632
11,2,633
9,13,634
3,11,635
9,12,636
8,15,637
2,14,638
8,5,639
1,10,640
2,10,641
6,11,642
9,7,643
1,9,644
1,9,645
1,3,646
7,14,647
9,5,648
10,11,649
3,9,650
2,7,651
7,14,652
5,2,653
2,11,654
6,3,655
2,2,656
2,12,657
3,7,658
8,14,659
2,12,660
5,1,661
7,6,662
2,13,663
6,5,664
6,6,665
1,2,666
7,11,667
11,11,668
11,14,669
9,7,670
3,8,671
2,11,672
3,10,673
6,12,674
4,3,675
11,1,676
1,15,677
10,3,678
4,9,679
2,3,680
1,2,681
11,6,682
4,1,683
3,2,684
4,5,685
8,11,686
9,3,687
9,12,688
1,10,689
8,3,690
5,4,691
10,8,692
11,7,693
9,12,694
6,10,695
7,5,696
9,5,697
11,11,698
2,15,699
7,12,700
3,5,701
9,12,702
7,2,703
10,7,704
10,3,705
10,15,706
9,11,707
4,7,708
9,3,709
6,11,710
10,9,711
1,4,712
7,5,713
9,11,714
11,4,715
11,13,716
9,8,717
2,3,718
9,7,719
9,10,720
6,13,721
2,10,722
9,13,723
5,13,724
6,12,725
5,6,726
11,15,727
1,3,728
3,13,729
4,3,730
7,6,731
3,5,732
3,2,733
7,8,734
8,3,735
4,8,736
8,5,737
2,5,738
3,2,739
3,5,740
11,15,741
1,7,742
5,15,743
7,8,744
2,4,745
10,11,746
7,10,747
2,10,748
9,11,749
11,12,750
6,1,751
6,4,752
1,14,753
10,14,754
8,8,755
1,13,756
8,15,757
1,1,758
5,11,759
3,8,760
6,7,761
5,10,762
3,6,763
11,11,764
7,3,765
9,9,766
7,12,767
9,2,768
4,14,769
3,1,770
9,13,771
2,7,772
4,8,773
7,2,774
3,11,775
11,7,776
4,15,777
3,11,778
3,14,779
10,11,780
6,14,781
9,4,782
10,14,783
6,11,784
9,9,785
6,6,786
11,12,787
11,3,788
5,4,789
8,3,790
6,5,791
6,11,792
10,1,793
5,15,794
8,15,795
6,6,796
11,4,797
7,8,798
7,10,799
5,7,800
11,3,801
11,6,802
10,6,803
2,15,804
7,1,805
2,15,806
11,14,807
5,13,808
8,4,809
10,12,810
2,2,811
6,8,812
5,4,813
5,4,814
1,13,815
7,7,816
2,14,817
3,5,818
10,9,819
3,10,820
8,7,821
8,12,822
6,14,823
8,15,824
10,7,825
7,6,826
9,2,827
9,13,828
7,11,829
9,14,830
1,12,831
5,6,832
4,1,833
8,2,834
8,12,835
5,12,836
1,12,837
8,7,838
11,1,839
2,11,840
3,12,841
6,7,842
1,8,843
11,7,844
7,2,845
11,11,846
4,2,847
8,6,848
8,6,849
11,10,850
9,9,851
2,11,852
4,8,853
2,4,854
8,1,855
5,14,856
10,9,857
5,2,858
7,1,859
9,2,860
6,5,861
3,2,862
6,6,863
8,9,864
9,6,865
7,13,866
1,15,867
4,13,868
5,11,869
1,10,870
6,1,871
9,12,872
6,4,873
6,8,874
2,5,875
3,8,876
10,13,877
8,11,878
4,1,879
7,12,880
2,9,881
3,4,882
11,9,883
9,3,884
1,13,885
10,15,886
1,3,887
9,12,888
6,8,889
9,11,890
3,12,891
10,9,892
9,7,893
11,10,894
10,6,895
3,7,896
6,8,897
10,5,898
11,12,899
5,5,900
10,4,901
2,8,902
11,4,903
7,12,904
5,6,905
3,8,906
9,12,907
11,13,908
1,7,909
9,4,910
10,6,911
7,7,912
8,8,913
2,11,914
6,2,915
5,9,916
4,1,917
6,13,918
6,4,919
1,15,920
11,9,921
6,2,922
3,9,923
1,7,924
8,3,925
11,5,926
11,4,927
11,3,928
10,5,929
2,11,930
1,2,931
4,4,932
4,15,933
11,6,934
10,6,935
11,9,936
10,3,937
10,6,938
8,14,939
5,3,940
3,13,941
9,8,942
1,9,943
11,5,944
10,10,945
5,12,946
11,13,947
11,3,948
7,8,949
11,15,950
6,14,951
1,1,952
6,10,953
8,10,954
2,2,955
5,11,956
11,10,957
9,5,958
10,15,959
10,10,960
9,10,961
10,13,962
8,14,963
4,3,964
7,3,965
4,4,966
4,4,967
4,2,968
2,11,969
11,1,970
1,12,971
11,13,972
8,9,973
7,7,974
4,5,975
3,13,976
4,5,977
2,15,978
11,14,979
2,1,980
11,6,981
7,12,982
1,15,983
5,2,984
2,14,985
9,14,986
7,5,987
3,14,988
3,15,989
2,15,990
4,3,991
8,15,992
7,12,993
2,14,994
11,11,995
5,10,996
10,6,997
1,4,998
10,10,999
7,3,1000
